PREGUNTA	RESPUESTA
¿EN LA VIDA DE QUIÉN ESTÁ INSPIRADA LA PELÍCULA EL ÁNGEL ESTRENADA EN EL AÑO 2018?	CARLOS ROBLEDO PUCH
¿QUIÉN DIRIGIÓ LA PELÍCULA EL ÁNGEL?	LUIS ORTEGA
¿QUÉ SANTO DE LA IGLESIA CATÓLICA EN EL PATRONO DEL PAN Y EL TRABAJO?	SAN CAYETANO
¿DE QUÉ ROCA SE OBTIENE LA CAL, UTILIZADA PARA LA CONSTRUCCIÓN?	CALIZA
¿EN LA FAMOSA PELÍCULA INFANTIL QUÉ NÚMERO LLEVA EL AUTO RAYO MC QUEEN?	95
¿EN QUÉ ISLA MURIÓ NAPOLEÓN BONAPARTE?	SANTA ELENA
¿A QUÉ SANTO CATÓLICO SE LO CONOCE POR SER EL PATRONO DE LAS CAUSAS JUSTAS Y URGENTES?	SAN EXPEDITO
¿QUÉ ACTOR PROTAGONIZÓ LA PELÍCULA EL ÁNGEL?	LORENZO FERRO
¿QUIÉN FUE EL DIRECTOR DE LA PELÍCULA EL CLAN?	PABLO TRAPERO
¿QUÉ ACTOR INTERPRETÓ A ARQUÍMEDES PUCCIO EN LA PELÍCULA EL CLAN?	GUILLERMO FRANCELLA
¿CUÁNTOS LIBROS COMPONEN LA SAGA DE EL SEÑOR DE LOS ANILLOS?	3
¿EN QUÉ SIGLO SUCEDIÓ LA LLAMADA REVOLUCIÓN INDUSTRIAL?	SIGLO XVIII
¿CÓMO SE LLAMA EL LUGAR DONDE SE PROCESA LA CAÑA PARA OBTENER AZÚCAR?	INGENIO
¿EN QUÉ AÑO SE ESTRENÓ LA PRIMERA PELÍCULA DE LA SAGA STARWARS?	1977
¿CUÁNTOS CAMPEONATOS DE LA NBA GANÓ EMANUEL GINÓBILI?	4
¿EN DÓNDE SE REALIZARÁN LOS PRÓXIMOS JUEGOS OLÍMPICOS DE 2020?	TOKIO
¿QUÉ LEY SE SUELE EXPLICAR CON LA FRASE OJO POR OJO Y DIENTE POR DIENTE?	LEY DE TALIÓN
¿QUÉ ACTRIZ CUIDABA A LAS CHANCLES EN EL RECORDADO PROGRAMA GRANDE PA?	MARÍA LEAL
¿CÓMO SE LLAMA EL FAMOSO CANAL QUE SEPARA INGLATERRA DE FRANCIA?	CANAL DE LA MANCHA
¿DE QUÉ MOVIMIENTO CULTURAL FUE EXPONENTE LEONARDO DA VINCI?	RENACIMIENTO
¿EN QUÉ AÑO BRASIL DEJÓ DE SER UN IMPERIO?	1889
¿CUÁL FUE EL ÚNICO GRAND SLAM QUE PUDO GANAR EN SINGLES LA TENISTA GABRIELA SABATINI?	ABIERTO DE ESTADOS UNIDOS
¿CUÁL FUE HASTA HOY EL MEJOR RANKING ATP AL QUE PUDO LLEGAR JUAN MARTÍN DEL POTRO?	3 grados
¿QUÉ COLOR IDENTIFICA AL NAPOLI, EQUIPO ITALIANO EN EL QUE BRILLO DIEGO MARADONA?	CELESTE
¿QUÉ ARGENTINO DIRIGE ACTUALMENTE AL REAL MADRID?	SANTIAGO SOLARI
¿CUÁNTOS JUGADORES TIENE UN EQUIPO DE BEACH HANDBALL?	CUATRO
¿QUÉ ACTRIZ INTERPRETÓ A BEATRIZ OLAVE EN LA PELÍCULA EL POTRO?	FLORENCIA PEÑA
¿QUÉ ACTRIZ PROTAGONIZÓ LA PELÍCULA DE GILDA?	NATALIA OREIRO
¿EN QUÉ DEPARTAMENTO DE URUGUAY SE ENCUENTRA EL ÁREA PROTEGIDA CABO POLONIO?	ROCHA
¿QUÉ LUGAR DE NUESTRO PAÍS FUE ELEGIDO EN 2011 COMO UNA DE LAS SIETE MARAVILLAS NATURALES DEL MUNDO?	LAS CATARATAS DEL IGUAZÚ
¿DESDE QUÉ AÑO OCUPA ANGELA MERKEL EL PUESTO DE CANCILLER EN ALEMANIA?	2005
¿SOBRE QUÉ AVENIDA PORTEÑA SE ENCUENTRA LA FACULTAD DE DERECHO DE LA UNIVERSIDAD DE BUENOS AIRES?	FIGUEROA ALCORTA
¿SOBRE QUÉ OCÉANO SE ENCUENTRAN LAS PARIDISÍACAS ISLAS DE LA POLINESIA?	OCÉANO PACÍFICO
¿QUÉ PELÍCULA ANIMADA PROTAGONIZAN SULLIVAN Y MIKE?	MONSTER INC
¿QUIÉN FUÉ EL SUCESOR DE CARLOMAGNO?	LUDOVICO PÍO
¿CÓMO SE LLAMA EL HIJO DEL EX FUTBOLISTA GABRIEL BATISTUTA QUE ES ACTOR Y CONDUCTOR DE TV?	THIAGO
¿EN QUÉ AÑO SE PUBLICÓ POR ÚLTIMA VEZ LA REVISTA EL GRÁFICO?	2018
¿A QUÉ SE DEDICABA LA ESPOSA DE DONALD TRUMP Y PRIMERA DAMA DE ESTADOS UNIDOS MELANIA TRUMP?	MODELO
¿LA FIGURA DE QUÉ POLÍTICO APARECÍA EN LOS BILLETES DE PATACÓN EMITIDOS ENTRE 2001 Y 2002 EN LA PROVINCIA DE BUENOS AIRES?	DARDO ROCHA
¿CUÁNTOS AÑOS LLEVA COMO PRESIDENTE DE BOLIVIA EVO MORALES?	13 AÑOS
¿CUÁNTOS RAYOS TIENE EL SOL QUE FORMA PARTE DE LA BANDERA ARGENTINA?	32 RAYOS
¿EN QUÉ AÑO ASUMIÓ LA PRESIDENCIA DE CHILE EL DICTADOR AUGUSTO PINOCHET?	1973
¿EN QUÉ AÑO SE ENTREGARON POR PRIMERA VEZ LOS PREMIOS TATO?	2009
¿EN QUÉ AÑO SE EMITIÓ POR PRIMERA VEZ EN NUESTRO PAÍS EL REALITY SHOW GRAN HERMANO?	2001
¿CUÁNTAS MEDALLAS DE ORO GANÓ ARGENTINA EN LOS ÚLTIMOS JUEGOS OLÍMPICOS DE RÍO DE JANEIRO?	3
¿CUÁNTOS GOLES EN TOTAL HIZO LIONEL MESSI EN COPAS DEL MUNDO DE MAYORES?	6 GOLES
¿EN DÓNDE SE ENCUENTRA EL MAUSOLEO DE BERNARDINO RIVADAVIA?	PLAZA MISERERE
¿QUÉ PARTE DEL CUERPO ES INCAPAZ DE METABOLIZAR EL GLUTEN EN LAS PERSONAS CELÍACAS?	INTESTINO DELGADO
¿EN DÓNDE FALLECIÓ MANUEL BELGRANO?	BUENOS AIRES
¿EN QUÉ AÑO COMENZÓ LA GUERRA DE VIETNAM?	1955
¿CUÁNTAS VECES FUE ELEGIDO PRESIDENTE DE LOS ESTADOS UNIDOS BILL CLINTON?	DOS
¿EN QUÉ AÑO MURIÓ FIDEL CASTRO?	2016
¿EN QUÉ AÑO MURIÓ ERNESTO CHE GUEVARA?	1967
¿CÓMO SE LLAMA LA PEQUEÑA LOCALIDAD BOLIVIANA DONDE FUE ASESINADO EL CHE GUEVARA?	LA HIGUERA
¿EN QUÉ AÑO ESTADOS UNIDOS DECLARÓ SU INDEPENDENCIA?	1776
¿DE QUÉ PAÍS ERA ORIUNDO EL PAPA JUAN PABLO II?	POLONIA
¿EN QUÉ AÑO FINALIZÓ LA PRIMERA GUERRA MUNDIAL?	1918
¿A QUÉ ORDEN CATÓLICA PERTENECE EL PAPA FRANCISCO?	JESUITA
¿EN QUÉ AÑO COMENZÓ LA SEGUNDA GUERRA MUNDIAL?	1939
¿EN QUÉ AÑO FUE ELEGIDO PAPA DE LA IGLESIA CATÓLICA JORGE BERGOGLIO, QUIEN TOMÓ EL NOMBRE DE FRANCISCO?	2013
¿EN QUÉ PAÍS SE DISPUTARÁ ESTE AÑO LA COPA AMÉRICA?	BRASIL
¿EN QUÉ PAÍS SE DISPUTARÁ EL PRÓXIMO MUNDIAL EN EL AÑO 2022?	QATAR
¿CUÁL ES EL NOMBRE DE PILA DE SCALONI, ACTUAL TÉCNICO DE LA SELECCIÓN ARGENTINA DE FÚTBOL?	LIONEL
¿EN QUÉ EQUIPO ITALIANO JUEGA ACTUALMENTE MAURO ICARDI?	INTER
¿QUIÉN ES EL ACTUAL PRESIDENTE DE RIVERPLATE?	RODOLFO DONOFRIO
¿QUÉ PARENTESCO TIENE EL PRESIDENTE DE LA AFA, CHIQUI TAPIA CON EL SINDICALISTA HUGO MOYANO?	SUEGRO Y YERNO
¿EN QUÉ AÑO FUE DECRETADA LA LEY DE CONVERTIBILIDAD DEL AUSTRAL?	1991
¿Qu&amp;#xE9; dos elementos qu&amp;#xED;micos componen el llamdo &amp;#xE1;cido muri&amp;#xE1;tico?	Hidr&amp;#xF3;geno y cloro
En la actualidad, ¿qu&amp;#xE9; pa&amp;#xED;s comprende el territorio conocido hasta 1984 como Rep&amp;#xFA;blica del Alto Volta?	Burkina Faso
¿Sobre qu&amp;#xE9; AVENIDA se encuentra la fachada de la Casa Blanca, residencia oficial del Presidente de Estados Unidos?	Avenida Pennsylvania
¿QUIÉN FUE EL ÚLTIMO PILOTO ARGENTINO EN DISPUTAR UNA CARRERA OFICIAL POR EL CAMPEONATO DE FÓRMULA 1?	GASTÓN MAZZACANE
¿EN QUÉ PROVINCIA SE ENCUENTRA LA CIUDAD BALNEARIA DE LAS GRUTAS?	RÍO NEGRO
¿EN EL TERRITORIO DE QUÉ ACTUAL PAÍS NACIÓ EL COMPOSITOR BEETHOVEN?	ALEMANIA
¿EN QUÉ PROVINCIA NACIÓ LA DIVA MIRTHA LEGRAND?	SANTA FE
¿QUIÉN ES EL AUTOR DE LA OBRA TITULADA LA INVENCIÓN DE MOREL?	ADOLFO BIOY CASARES
¿CON QUÉ APODO ES CONOCIDO EL TENISTA ARGENTINO DIEGO SCHWARTZMAN?	PEQUE
¿QUÉ FRUTO DA EL ÁRBOL LLAMADO PERSEA AMERICANA?	PALTA
¿CÓMO SE LE LLAMA COMÚNMENTE A LA FRUTA CITRULLUSLANATUS?	SANDÍA
¿QUIÉN FUE EL PRIMER ARGENTINO EN GANAR UN PREMIO NOBEL?	CARLOS SAAVEDRA LAMAS
SEGÚN SU DEFINICIÓN GRAMATICAL, ¿A QUÉ GRUPO PERTENECEN LAS PALABRAS: GRAN, BUEN Y TERCER?	APÓCOPES
¿CUÁNTOS LIBROS COMPONEN LA SAGA DE HARRY POTTER?	7 LIBROS
¿A QUÉ PAÍS SE LO LLAMA LA TIERRA DEL SOL NACIENTE?	JAPÓN
¿EN QUÉ AÑO SE PRODUJO EL COMBATE DE SAN LORENZO?	1813
¿QUÉ CIUDAD TURÍSTICA SE ENCUENTRA EN LAS ORILLAS DEL LAGO SAN ROQUE?	VILLA CARLOS PAZ
¿DE QUÉ PARTIDO DE LA PROVINCIA DE BUENOS AIRES FUE INTENDENTE ANÍBAL FERNÁNDEZ?	QUILMES
¿DE QUÉ PARTIDO DE LA PROVINCIA DE BUENOS AIRES FUE INTENDENTE SERGIO MASSA?	TIGRE
¿EN QUÉ CIUDAD NACIÓ EL EX PRESIDENTE RAÚL ALFONSÍN?	CHASCOMÚS
¿EN QUÉ CIUDAD NACIÓ EL EX PRESIDENTE FERNANDO DE LA RÚA?	CÓRDOBA
¿QUÉ PROFESIÓN TIENE EL PRESIDENTE DE URUGUAY TABARÉ VAZQUEZ?	MÉDICO ONCÓLOGO
¿QUÉ FAMOSA REVOLUCIÓN SE CONCRETÓ EL 1 grados DE ENERO DE 1959?	REVOLUCIÓN CUBANA
¿CUÁL ERA EL SEGUNDO NOMBRE DEL PERITO ARGENTINO CONOCIDO COMO FRANCISCO P. MORENO?	PASCASIO
¿CUÁL DE LOS HIJOS DEL EX PRESIDENTE FERNANDO DE LA RÚA ESTUVO EN PAREJA CON LA CANTANTE SHAKIRA?	ANTONIO
¿EN QUÉ AÑO FALLECIÓ EVA PERÓN?	1952
¿CUÁL DE LOS HERMANOS RODRÍGUEZ SAÁ FUE PRESIDENTE INTERINO DE ARGENTINA?	ADOLFO
¿CUÁNTOS HIJOS TIENEN LUISANA LOPILATO Y EL CANTANTE CANADIENSE MICHAEL BUBLÉ?	TRES
¿EN QUÉ PAÍS NACIÓ EL CANTANTE DAVID BOWIE?	INGLATERRA
¿EN QUÉ FASE FUE ELIMINADA LA SELECCIÓN ARGENTINA EN EL MUNDIAL DE FÚTBOL DE ESTADOS UNIDOS EN EL AÑO 1994?	OCTAVOS DE FINAL
¿EN QUÉ FASE FUE ELIMINADA LA SELECCIÓN ARGENTINA DE FÚTBOL EN EL MUNDIAL DE ALEMANIA EN EL AÑO 2006?	CUARTOS DE FINAL
¿QUIÉN ESCRIBIÓ LA FAMOSA SAGA DE LIBROS HARRY POTTER?	J.K ROWLING
¿QUÉ PREMIO NOBEL GANÓ ALBERT EINSTEIN?	PREMIO NOBEL DE FÍSICA
¿A CUÁNTOS KILÓMETROS EQUIVALEN 20 MIL METROS?	20 KILÓMETROS
¿QUÉ IMÁGEN APARECE EN EL ANVERSO DEL BILLETE DE 5 PESOS DONDE ESTÁ LA FIGURA DE JOSÉ DE SAN MARTÍN?	EL CERRO DE LA GLORIA
¿CÓMO SE LLAMA EL HIJO DE CHARLY GARCÍA?	MIGUEL ÁNGEL
¿CÓMO SE LLAMA EL HIJO DE MÚSICO DE GUSTAVO CERATI?	BENITO
¿DE QUÉ PROVINCIA ARGENTINA ES GOBERNADOR JUAN SCHIARETTI?	CÓRDOBA
¿DE QUÉ PROVINCIA ARGENTINA ES GOBERNADOR MIGUEL LIFSCHITZ?	SANTA FE
¿DE QUÉ PAÍS FUE EMBAJADOR EL CÓMICO MIGUEL DEL SEL?	PANAMÁ
¿EN QUÉ DÉCADA DEL SIGLO XX HIZO SU APARICIÓN EN COMIC EL PERSONAJE DE SUPERMAN?	DÉCADA DEL 30
¿EN QUÉ PROVINCIA SE ENCUENTRA EL PARQUE NACIONAL SIERRA DE LAS QUIJADAS?	SAN LUIS
¿A QUÉ PAÍS INVADIÓ ALEMANIA SIENDO UNO DE LOS DESENCADENANTES DE LA SEGUNDA GUERRA MUNDIAL?	POLONIA
¿CÓMO SE LLAMA EL ABUELO DE LA POPULAR SERIE LOS SIMPSON?	ABRAHAM
¿CON QUÉ LETRA SE DESIGNA AL POTASIO EN LA TABLA PERIÓDICA DE LOS ELEMENTOS?	K
¿QUIÉN ERA EL PRESIDENTE DE ESTADOS UNIDOS CUANDO SE FUNDÓ LA NASA?	EISENHOWER
¿PARA CALCULAR LA SUPERFICIE DE QUÉ FIGURA GEOMÉTRICA SE UTILIZA LA FÓRMULA PI POR RADIO AL CUADRADO?	CÍRCULO
¿EN QUÉ CIUDAD SE ENCUENTRAN LAS TORRES PETRONAS, DISEÑADAS POR EL ARGENTINO CÉSAR PELLI?	KUALA LUMPUR
¿CON QUÉ NOMBRE SE CONOCIÓ A LA PRIMERA BATALLA DE CEPEDA OCURRIDA ENTRE UNITARIOS Y FEDERALES EN 1820?	BATALLA DE LOS 10 MINUTOS
¿CUÁNTOS METROS DE ALTURA MIDE LA TORRE EIFFEL DE PARÍS, CON SU ANTENA INCLUIDA?	324
¿A QUÉ TIPO DE TRIÁNGULOS SE APLICA EL TEOREMA DE PITÁGORAS?	TRIÁNGULOS RECTÁNGULOS
¿EN QUÉ FECHA ARROJÓ ESTADOS UNIDOS LA BOMBA ATÓMICA SOBRE HIROSHIMA?	6 DE AGOSTO DE 1945
¿QUIÉN FUE JUNTO A MARIANO MORENO SECRETARIO DE LA PRIMERA JUNTA DE GOBIERNO?	JUAN JOSÉ PASO
¿EN QUÉ AÑO SE INAUGURÓ EL MONUMENTO HISTÓRICO A LA BANDERA, EN ROSARIO?	1957
SEGÚN La popular canci&amp;#xF3;n de Luis Miguel, ¿de qu&amp;#xE9; color es el bikini de la chica?	Azul
¿CON QUÉ NOMBRE LLAMAMOS A LO QUE EN OTROS PAÍSES DE AMÉRICA LE DICEN GUISANTES O CHÍCHAROS?	ARVEJAS
¿CÓMO SE LLAMA EL DETECTIVE DE LOS CUENTOS POLICIALES DE EDGAR ALLAN POE?	AUGUSTE DUPIN
¿EN QUÉ AÑO SE INICIARON LAS TRANSMISIONES A COLOR EN LA TELEVISIÓN ARGENTINA?	1980
¿EN QUÉ PAÍS FUE SECUESTRADO EL MÚLTIPLE CAMPEÓN DE FÓRMULA 1 JUAN MANUEL FANGIO?	CUBA
¿EN QUÉ AÑO SE PRODUJO EL MOVIMIENTO DE PROTESTA CONOCIDO COMO &amp;quot;CORDOBAZO&amp;quot;?	1969
¿CÓMO SE LLAMÓ LA OPERACIÓN MILITAR QUE IDEÓ HITLER PARACONQUISTAR LA UNIÓN SOVIÉTICA?	BARBARROJA
¿CUÁL ERA EL NOMBRE DEL DICTADOR MEXICANO CONTRA EL CUAL SE DESATÓ LA REVOLUCIÓN MEXICANA, A PRINCIPIOS DEL SIGLO XX?	PORFIRIO DÍAZ
¿EN QUÉ DÉCADA DEL SIGLO XX SE COMENZÓ A CONSTRUIR EL MURO DE BERLÍN?	DÉCADA DEL 60
¿CUÁL ES EL ELEMENTO QUE PREDOMINA EN EL GAS NATURAL QUE CONSUMIMOS EN EL PAÍS?	METANO
¿EN QUÉ AÑO SE CREÓ LA UNIÓN SOVIÉTICA?	1922
¿QUÉ DEIDAD HINDÚ ESTÁ REPRESENTADO CON CUERPO DE HOMBRE Y CABEZA DE ELEFANTE?	GANESH
¿CUÁL ERA EL NOMBRE DE LA AGRUPACIÓN TERRORISTA QUE MATÓ A 11 MIEMBROS DEL EQUIPO OLÍMPICO ISRAELÍ EN MÚNICH 1972?	SEPTIEMBRE NEGRO
¿EN QUÉ PAÍS NACIÓ EL ACTOR ARNOLD SCHWARZENEGGER?	AUSTRIA
¿CUÁL ES EL ORIGEN DE LA PALABRA MATE?	QUECHUA
¿QUIÉN FUE EL MARINO QUE VIAJÓ CON COLÓN, RECORDADO POR EL GRITO DE TIERRA, AL VER LAS COSTAS AMERICANAS EL 12 DE OCTUBRE DE 1492?	RODRIGO DE TRIANA
¿EN EL CEMENTERIO DE QUÉ CIUDAD FUE OCULTO EL CADÁVER DE EVA PERÓN LUEGO DE SER SUSTRAÍDO EN 1955?	MILÁN
¿QUÉ DOS PREMIOS NOBEL GANÓ MARIE CURIE?	FÍSICA Y QUÍMICA
¿CON QUÉ ÓPERA SE INAUGURÓ EL TEATRO COLÓN DE BUENOS AIRES, EL 25 DE MAYO DE 1908?	AIDA
¿QUÉ PAPA DE LA IGLESIA CATÓLICA ES RECORDADO COMO EL PAPA BUENO?	JUAN XXIII
¿QUIÉN FUE EL AUTOR DE LA NOVELA EL NOMBRE DE LA ROSA?	UMBERTO ECO
¿QUÉ MINISTRO DE ECONOMÍA DIJO LA FRASE: EL QUE APUESTA AL DÓLAR, PIERDE?	LORENZO SIGAUT
¿QUÉ DÍA FUE DERRUMBADO EL MURO DE BERLÍN?	9 DE NOVIEMBRE DE 1989
¿EN QUÉ CAVIDAD DEL CORAZÓN HUMANO INGRESA LA SANGRE OXIGENADA DESDE LOS PULMONES?	AURÍCULA IZQUIERDA
SEGÚN LA BIBLIA, ¿CÓMO SE LLAMÓ EL TERCER HIJO DE ADÁN Y EVA?	SET
¿A ORILLAS DE QUÉ MAR SE ENCUENTRA LA CIUDAD ITALIANA DE VENECIA?	MAR ADRIÁTICO
¿EN QUÉ ACTUAL PAÍS SE ENCUENTRAN LAS RUINAS DE LA ANTIGUA CIUDAD DE TROYA?	TURQUÍA
¿QUÉ SEÑAL DE TRÁNSITO ARGENTINA TIENE UNA E BLANCA DENTRO DE UN CÍRCULO AZUL CON BORDE ROJO?	ESTACIONAMIENTO EXCLUSIVO
¿POR SUS INVESTIGACIONES EN QUÉ TEORÍA RECIBIÓ ALBERT EINSTEIN EL PREMIO NOBEL DE FÍSICA EN 1921?	TEORÍA DEL EFECTO FOTOELÉCTRICO
¿CÓMO SE LLAMA LA SEDE DEL MINISTERIO DE DEFENSA?	EDIFICIO LIBERTADOR
¿CON QUÉ CLASE DE HARINA SE ELABORA LA TÍPICA FAINÁ QUE ACOMPAÑA LA PIZZA?	AVENA DE GARBANZOS
¿CUÁL ES EL INGREDIENTE SIEMPRE PRESENTE EN LAS COMIDAS &amp;quot;A LA PARMENTIER&amp;quot;?	PAPAS
¿EN QUÉ AÑO SE DECRETÓ LA SUSPENSIÓN DEL SERVICIO MILITAR OBLIGATORIO EN ARGENTINA?	1994
¿DE QUÉ MANERA FUE EJECUTADO LUIS XVI LUEGO DE LA REVOLUCIÓN FRANCESA?	EN LA GUILLOTINA
¿CÓMO SE LLAMA EL DETECTIVE DE LOS CUENTOS POLICIALES DE AGATHA CHRISTIE?	HÉRCULES POIROT
¿CÓMO SE DENOMINAN A LAS ENFERMEDADES QUE SE PUEDEN TRANSMITIR DE LOS ANIMALES A LOS SERES HUMANOS?	ZOONOSIS
ACTUALMENTE, ¿QUIÉN PRESIDE LA ASOCIACIÓN ARGENTINA DE ACTORES?	ALEJANDRA DARÍN
¿QUÉ ÁRBITRO ARGENTINO DIRIGIÓ LA FINAL DEL MUNDIAL DE RUSIA EN EL 2018?	NÉSTOR PITANA
¿QUÉ CARGO POLÍTICO TIENE ACTUALMENTE EL EX ÁRBITRO HÉCTOR BALDASSI?	DIPUTADO
¿QUIÉN ES EL ACTUAL PRESIDENTE DE LA FIFA?	GIANNI INFANTINO
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA EL PUERTO INGENIERO WHITE?	BUENOS AIRES
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA LA CIUDAD DE COMODORO RIVADAVIA?	CHUBUT
¿CUÁL ES EL CÓDIGO QUE IDENTIFICA AL AEROPUERTO EL PALOMAR?	EPA
¿EN QUÉ AÑO SE INAUGURÓ EL PRIMER FERROCARRIL EN BUENOS AIRES?	1857
¿EN QUÉ AÑO SE FUNDÓ LA NASA?	1958
¿EN QUÉ AÑO NACIÓ JOSÉ DE SAN MARTÍN?	1778
¿DE QUÉ PAÍS SUDAMERICANO FUE PRESIDENTE FERNANDO COLLOR DE MELO?	BRASIL
¿CÓMO SE LLAMA LA RESIDENCIA OFICIAL DEL PRESIDENTE DEL CONSEJO DE MINISTROS DE ITALIA?	PALACIO CHIGI
¿CON QUÉ NOMBRE SE CONOCE EN HISPANOAMÉRICA A LA FINAL DEL CAMPEONATO DE FÚTBOL AMERICANO?	SUPERTAZÓN
¿CÓMO SE LLAMA EL MARATÓN DE PIZZAS QUE SE REALIZA TODOS LOS AÑOS EN BUENOS AIRES PARA ELEGIR LA MEJOR PIZZERIA DE LA CALLE CORRIENTES?	MUZA 5K
¿QUÉ FRUTO SALE DE LA PLANTA LLAMADA PASIONARIA?	MARACUYÁ
¿EN QUÉ AÑO SE FUNDÓ LA EMPRESA SATELITAL ESTATAL ARGENTINA ARSAT?	2006
¿EN QUÉ CIUDAD SE ENCUENTRA EL PRESTIGIOSO INSTITUTO BALSEIRO?	BARILOCHE
¿QUIÉN DESCUBRIÓ EL FENÓMENO DE LA INDUCCIÓN ELECTROMAGNÉTICA?	MICHAEL FARADAY
¿EN QUÉ PAÍS SE ENCUENTRA EL EDIFICIO MÁS ALTO DEL MUNDO?	EMIRATOS ÁRABES
¿CUÁNTO TIEMPO TARDA LA LUZ DEL SOL EN LLEGAR A LA TIERRA?	8 MINUTOS
¿CÓMO SE LLAMA LA SEDE DE LA FUERZA AÉREA ARGENTINA?	EDIFICIO CÓNDOR
¿QUIÉN FUE EL FUNDADOR DE LA CIUDAD DE SANTA FE?	JUAN DE GARAY
¿EN QUÉ AÑO FUE PROMULGADA LA LEY DE OBEDIENCIA DEBIDA?	1987
¿CON QUÉ NOMBRE ES CONOCIDO EL DJ QUE REMIXÓ EL TEMA LEÑA PARA EL CARBÓN?	DJ ALEX
¿EN QUÉ PARTE DEL CUERPO SE COLOCA EL PIERCING CONOCIDO COMO NOSTRIL?	NARIZ
¿EN QUÉ PARTE DEL CUERPO SE COLOCA EL PIERCING CONOCIDO COMO NAVEL?	OMBLIGO
¿EN QUÉ AÑO SE FUNDÓ EL PARTIDO JUSTICIALISTA?	1946
¿DE QUÉ PROVINCIA ES GOBERNADOR SERGIO UÑAC?	SAN JUAN
ACTUALMENTE, ¿CUÁNTAS GOBERNADORAS MUJERES HAY EN EL TERRITORIO NACIONAL?	4
TODAS LAS PROVINCIAS ELIGEN GOBERNADOR EL MISMO AÑO QUE SE ELIGE PRESIDENTE, MENOS DOS, ¿CUÁLES SON?	CORRIENTES Y SANTIAGO DEL ESTERO
¿CÓMO SE LLAMA EL IDIOMA IDEADO POR ZAMENHOF EN EL AÑO 1887 CON EL FIN DE QUE SIRVA COMO LENGUA SECUNDARIA UNIVERSAL?	ESPERANTO
¿CUÁNTOS ERAN LOS CHICOS QUE QUEDARON ATRAPADOS EN UNA CUEVA EN TAILANDIA JUNTO A SU ENTRENADOR EN EL 2018?	12
¿CUÁL ES LA CAPITAL DE ANDALUCÍA?	SEVILLA
¿CONTRA QUIÉN COMPITIÓ MARCELO TINELLI POR LA PRESIDENCIA DE LA AFA EN LA RECORDADA VOTACIÓN QUE TERMINÓ EMPATADA 38 A 38?	LUIS SEGURA
¿QUIÉN ES EL DIRECTOR DE LA PELÍCULA ANIMAL PROTAGONIZADA POR GUILLERMO FRANCELLA?	ARMANDO BÓ
¿CUÁL ES EL SÍMBOLO DEL HIERRO?	Fe
¿EN QUÉ AÑO SE ESTRENÓ LA PELÍCULA EL MAGO DE OZ?	1939
¿QUIÉN DIRIGIÓ LA PELÍCULA JURASSIC PARK DE 1993?	STEVEN SPIELBERG
¿CÓMO SE LLAMA LA HIJA DEL PRESIDENTE MAURICIO MACRI QUE DEBUTÓ COMO DIRECTORA DE CINE CON LA PELÍCULA SOLEDAD?	AGUSTINA
¿EN QUÉ AÑO FALLECIÓ EL FLACO LUIS ALBERTO SPINETTA?	2012
¿QUÉ HORMONA COLABORA CON LA CONTRACCIÓN DEL ÚTERO DE LA MUJER EN LA FASE FINAL DE LA GESTACIÓN Y EL PARTO?	OXITOCINA
¿EN QUÉ PAÍS NACIÓ EL CANTANTE DE TANGO JULIO SOSA?	URUGUAY
¿EN QUÉ CAPA DE LA ATMÓSFERA SE ENCUENTRA LA CAPA DE OZONO?	ESTRATÓSFERA
¿EN QUÉ AÑO OCURRIÓ LA SEGUNDA BATALLA DE CEPEDA?	1859
¿QUIÉN ES EL ACTUAL PRESIDENTE DEL CLUB SAN LORENZO DE ALMAGRO?	MATÍAS LAMMENS
¿Qu&amp;#xE9; es la bilirrubina presente en el cuerpo humano?	Un Pigmento
¿QUIÉN PROTAGONIZA JUNTO A LUIS BRANDONI LA PELÍCULA MI OBRA MAESTRA?	GUILLERMO FRANCELLA
¿DE QUÉ PROVINCIA ARGENTINA FUE GOBERNADOR AMABLE JONES, ASESINADO EN 1921 POR INTEGRANTES DEL PARTIDO BLOQUISTA?	SAN JUAN
¿EN QUÉ AÑO SUCEDIÓ EN INDIA LA MASACRE DE AMRITSAR, DONDE TROPAS BRITÁNICAS REPRIMIERON UNA PROTESTA PACÍFICA CON AMETRALLADORAS?	1919
¿CUÁNTOS CAMPEONATOS DE TURISMO CARRETERA CONSIGUIÓ EL PILOTO JUAN MARÍA TRAVERSO?	6
¿DE QUÉ MOVIMIENTO ARTÍSTICO FUE UNO DE LOS MÁXIMOS REFERENTES JOAN MIRÓ?	SURREALISMO
¿EN QUÉ PAÍS SE ENCUENTRA EL CIRCUITO DONDE ANUALMENTE SE CORREN LAS 24 HORAS DE LE MANS?	FRANCIA
¿EN QUÉ AÑO FUE PROMULGADA LA LEY DE PUNTO FINAL?	1986
SEGÚN EL CÓDIGO PENAL, ¿QUÉ EDAD TIENE QUE SUPERAR UN INTERNO SANO, PARA QUE EL JUEZ PUEDA CONSIDERAR LA DETENCIÓN DOMICILIARIA?	70 AÑOS
¿CÓMO SE LLAMA EL GRUPO DE CUMBIA QUE DIRECTAMENTE RELACIONADA CON EL FUTBOLISTA CARLOS TEVEZ?	PIOLA VAGO
